Carimbo de data/hora,Qual é o seu grau de escolaridade?,Em que ano você finalizou o ensino médio?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Você tem/teve contato com alguma linguagem de programação?,Quais linguagens de programação você já usou?,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Qual a importância que você atribui à Estatística? ,Qual a sua principal expectativa após a conclusão da graduação?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?,"Em média, quanto tempo você demora para chegar a Universidade?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
12/08/2023 19:27:18,Ensino médio,2021,Totalmente em escola pública,Ensino médio tradicional,Sim,"Java, JavaScript",Sim,"Nunca usei, Excel ou similares",6,Conseguir um emprego,Feminino,165,58,13/11/2004,Trabalho ocasional,Com os pais,1,Curitiba,Transporte público,60,Não possuo,"Violão, Outro","Facebook, Twitter, Instagram, Linkedin, Outras",Sim,5,Caminhada,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
12/08/2023 19:31:34,Ensino médio,2021,Totalmente em escola pública,Ensino médio tradicional,Sim,"Java, JavaScript",Sim,Excel ou similares,7,Conseguir um emprego,Feminino,165,58,13/11/2004,Trabalho ocasional,Com os pais,1,Curitiba,Transporte público,60,Não possuo,"Violão, Outro","Facebook, Twitter, Instagram, Linkedin, Outras",Sim,5,Caminhada,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
12/08/2023 19:48:58,Ensino superior,2017,Totalmente em escola pública,Ensino médio tradicional,Sim,"R, Python, Java, SQL",Sim,"R, Excel ou similares",8,Seguir os estudos,Feminino,170,84,03/01/2000,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,6,Região metropolitana,Transporte público,60,Cachorro,Outro,"Instagram, Linkedin",Não,2,"Caminhada, Ciclismo","A da esquerda se chama Kiki, a da direita se chama Bouba.",27
12/08/2023 19:50:18,Ensino médio,2022,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,7,Conseguir um emprego,Masculino,168,59,03/12/2005,Não trabalho,Com os pais,1,Interior do Paraná,Transporte público,20,"Cachorro, Gato","Guitarra, Teclado","Twitter, Instagram, Outras",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
12/08/2023 21:09:24,Ensino médio,2022,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,8,Seguir os estudos,Feminino,168,62,27/12/2004,Não trabalho,Com os pais,4,Curitiba,A pé,15,"Cachorro, Gato, Pássaro",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram",Não,0,Caminhada,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
12/08/2023 22:08:23,Ensino médio,2022,Totalmente em escola particular,Ensino médio tradicional,Sim,"C, Python, Pascal",Sim,Excel ou similares,10,Conseguir um emprego,Masculino,171,68,20/01/2005,Não trabalho,Com os pais,2,Curitiba,Transporte público,70,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram",Sim,6,Musculação,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
13/08/2023 11:46:50,Ensino superior,2020,Totalmente em escola pública,Ensino médio tradicional,Sim,Python,Não,Nunca usei,10,Conseguir um emprego,Feminino,160,55,15/11/2003,Não trabalho,Com os pais,0,Curitiba,Transporte público,40,Pássaro,"Violão, Guitarra, Bateria",Instagram,Sim,6,"Caminhada, Ciclismo, Musculação","A da esquerda se chama Kiki, a da direita se chama Bouba.",34
13/08/2023 16:25:06,Ensino superior,2011,Totalmente em escola pública,ENEM,Sim,Python,Sim,Excel ou similares,6,Conseguir um emprego,Feminino,170,80,26/06/1979,"Bolsa (IC, PET, Monitoria ou outra modalidade da UFPR)",Com outros familiares,4,Curitiba,Transporte público,50,Cachorro,Não toco nenhum instrumento,"Facebook, Google+, Instagram, Outras",Não,0,Nenhuma,"A da esquerda se chama Bouba, a da direita se chama Kiki.",30
13/08/2023 16:35:46,Ensino superior,2019,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,7,Conseguir um emprego,Masculino,182,88,02/05/2002,Não trabalho,Com os pais,1,Curitiba,Transporte público,40,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,4,Futebol,"A da esquerda se chama Bouba, a da direita se chama Kiki.",28
13/08/2023 17:33:02,Ensino médio,2020,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Não,Nunca usei,Não,Excel ou similares,8,Aumento salarial e oportunidades mais promissoras,Feminino,163,66,25/04/2001,Trabalho com carteira assinada/Vínculo Formal,Com os pais,2,Região metropolitana,Serviço fretado de van/ônibus,80,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
13/08/2023 19:55:39,Ensino médio,2021,"Parte em escola pública, parte em particular",Ensino médio tradicional,Sim,Python,Não,Nunca usei,10,Conseguir um emprego,Masculino,177,111,15/03/2004,Não trabalho,Sozinho,7,Interior do Paraná,Transporte público,20,Gato,Violão,"Facebook, Twitter, Google+, Instagram",Sim,4,Musculação,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
13/08/2023 20:41:02,Ensino médio,2019,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,10,Aumento salarial e oportunidades mais promissoras,Masculino,180,63,14/01/2002,Estágio,Com outros familiares,1,Interior do Paraná,Carro/moto próprio,30,Não possuo,Não toco nenhum instrumento,Instagram,Sim,2,"Musculação, Vôlei","A da esquerda se chama Bouba, a da direita se chama Kiki.",33
13/08/2023 21:05:40,Ensino superior,2022,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,7,Conseguir um emprego,Masculino,187,81,25/01/2005,Não trabalho,Com os pais,0,Curitiba,Transporte público,50,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram",Não,0,Caminhada,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
13/08/2023 21:30:37,Ensino médio,2018,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Sim,"C++, Python",Não,Nunca usei,10,Aumento salarial e oportunidades mais promissoras,Feminino,165,55,10/05/2001,Trabalho ocasional,Sozinho,2,Outro Estado,Carro/moto próprio,10,Cachorro,Não toco nenhum instrumento,"Twitter, Instagram",Sim,3,Musculação,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
13/08/2023 21:49:53,Ensino médio,2016,Totalmente em escola particular,Ensino médio tradicional,Sim,"R, C++, Python",Sim,"R, Excel ou similares",9,Aumento salarial e oportunidades mais promissoras,Masculino,178,78,19/10/1999,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,5,Curitiba,Transporte público,120,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,7,Caminhada,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
13/08/2023 21:51:15,Ensino médio,2022,"Parte em escola pública, parte em particular",Ensino médio tradicional,Sim,Python,Não,Nunca usei,10,Seguir os estudos,Masculino,180,80,03/03/2005,Estágio,Com os pais,2,Curitiba,Transporte público,20,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin, Outras",Não,0,Caminhada,"A da esquerda se chama Bouba, a da direita se chama Kiki.",19
13/08/2023 22:05:34,Ensino médio,2017,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Sim,"R, Python",Sim,"R, Excel ou similares",10,Aumento salarial e oportunidades mais promissoras,Feminino,153,64,03/07/1999,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Interior do Paraná,Serviço fretado de van/ônibus,100,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
13/08/2023 22:22:03,Ensino médio,2016,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Sim,Excel ou similares,10,Aumento salarial e oportunidades mais promissoras,Masculino,171,81,06/07/1999,Trabalho por contrato,Sozinho,4,Outro Estado,Bicicleta,15,Não possuo,Violão,"Instagram, Linkedin",Sim,5,"Ciclismo, Musculação","A da esquerda se chama Kiki, a da direita se chama Bouba.",40
14/08/2023 09:57:21,Ensino superior,2022,Totalmente em escola particular,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,8,Conseguir um emprego,Feminino,154,52,12/05/2005,Não trabalho,Com os pais,1,Região metropolitana,Transporte público,90,Cachorro,"Violão, Teclado, Piano, Flauta","Twitter, Instagram, Linkedin, Outras",Sim,2,"Futebol, Vôlei, ","A da esquerda se chama Kiki, a da direita se chama Bouba.",32
14/08/2023 10:43:35,Ensino superior,2012,Totalmente em escola pública,Ensino médio tradicional,Sim,"R, C, Python, Java, SQL",Sim,R,10,Seguir os estudos,Masculino,180,85,10/10/1994,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,Carro/moto próprio,30,Cachorro,"Violão, Teclado, Contrabaixo, Bateria","Facebook, Instagram, Linkedin",Sim,3,"Caminhada, Musculação","A da esquerda se chama Kiki, a da direita se chama Bouba.",35
14/08/2023 10:47:18,Ensino médio,2020,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,1,Aumento salarial e oportunidades mais promissoras,Masculino,177,82,07/11/2000,Não trabalho,Sozinho,0,Outro Estado,Transporte público,30,Não possuo,Não toco nenhum instrumento,"Instagram, Linkedin",Não,2,Caminhada,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
14/08/2023 10:51:52,Ensino médio,2020,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,1,Aumento salarial e oportunidades mais promissoras,Masculino,177,82,07/11/2000,Não trabalho,Sozinho,0,Outro Estado,Transporte público,30,Não possuo,Não toco nenhum instrumento,"Instagram, Linkedin",Não,2,Caminhada,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
14/08/2023 11:12:02,Ensino superior,2012,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Não,Nunca usei,Sim,"Excel ou similares, Matlab",9,Aumento salarial e oportunidades mais promissoras,Masculino,179,63,16/03/1995,Trabalho com carteira assinada/Vínculo Formal,Com outros familiares,1,Curitiba,Carro/moto próprio,15,Gato,Não toco nenhum instrumento,"Facebook, Twitter, Instagram",Sim,5,Musculação,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
14/08/2023 19:46:47,Ensino médio,2022,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Não,Nunca usei,Não,Nunca usei,7,Conseguir um emprego,Feminino,165,60,03/02/2005,Não trabalho,Com os pais,1,Região metropolitana,Carro/moto próprio,60,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
14/08/2023 21:10:08,Ensino médio,2021,Totalmente em escola pública,Ensino médio tradicional,Sim,Python,Sim,Excel ou similares,7,Seguir os estudos,Feminino,163,80,28/07/2004,Trabalho com carteira assinada/Vínculo Formal,Com outros familiares,1,Interior do Paraná,Transporte público,20,Não possuo,Não toco nenhum instrumento,"Twitter, Instagram",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
16/08/2023 20:36:30,Ensino superior,2011,Totalmente em escola pública,Ensino médio tradicional,Sim,Python,Não,Nunca usei,10,Seguir os estudos,Masculino,168,75,13/07/1994,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Interior do Paraná,Transporte público,60,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",Sim,3,Caminhada,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
17/08/2023 19:06:40,Ensino superior,2022,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Sim,Excel ou similares,6,Aumento salarial e oportunidades mais promissoras,Feminino,163,54,31/03/2005,Não trabalho,Com os pais,1,Curitiba,Carro/moto próprio,30,Cachorro,"Violão, Piano, Outro","Twitter, Instagram",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",29
18/08/2023 23:39:44,Ensino superior,2017,Totalmente em escola pública,Ensino médio tradicional,Não,Nunca usei,Não,Nunca usei,10,Aumento salarial e oportunidades mais promissoras,Masculino,178,75,11/03/1998,Trabalho com carteira assinada/Vínculo Formal,Sozinho,2,Outro Estado,Transporte público,60,Não possuo,Bateria,"Facebook, Twitter, Google+, Instagram, Linkedin",Não,0,Nenhuma,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
20/08/2023 21:52:12,Ensino médio,2019,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Sim,Python,Não,Excel ou similares,6,Aumento salarial e oportunidades mais promissoras,Masculino,186,90,16/03/2003,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Interior do Paraná,Transporte público,25,Não possuo,Não toco nenhum instrumento,Instagram,Não,1,Basquete,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
